workerid,proliferate.condition,content,contentNr,fact,fact_type,probe_text,question,response,rt,slide_number_in_experiment,speakerGender,speakerName,subjectGender,subjectName,trigger_class,utterance,verb,error
23,main,Tony answered emails or calls,11,Danny is a diabetic,factL,but not both,11,0.5,4143,19,F,Jessica,F,Rebecca,NonProj,Does Amanda know that Tony answered emails or calls?,know,
23,main,Emily failed math or science,8,Emily has been saving for a year,factH,and possibly both,8,0.62,2922,20,M,Richard,M,Nicholas,C,Did Brian acknowledge that Emily failed math or science?,acknowledge,
23,main,Josie failed some of the courses,2,Josie loves France,factH,and possibly all of them,2,0.78,2988,21,F,Margaret,M,Jacob,C,Did Scott say that Josie failed some of the courses?,say,
25,main,Danny solved some of the puzzles,4,Olivia works the third shift,factH,and possibly all of them,4,0.76,38634,4,F,Elizabeth,F,Rebecca,C,Did Jerry inform Sam that Danny solved some of the puzzles?,inform_Sam,
25,main,Emma used some of the office supplies,3,Emma is in law school,factH,but not all of them,3,0.46,7876,5,F,Donna,M,Benjamin,C,Did Justin suggest that Emma used some of the office supplies?,suggest,
25,main,Grace used pens or markers,9,Grace hates her sister,factL,but not both,9,0.72,11468,6,M,William,M,Brandon,NonProj,Does Andrew think that Grace used pens or markers?,think,
25,main,Frank answered some of the questions,5,Sophia is a hipster,factH,but not all of them,5,0.73,11561,7,M,Matthew,F,Laura,NonProj,Did Ben establish that Frank answered some of the questions?,establish,
25,main,Hendrick's car was expensive,control6,Hendrick just bought a car,NA,,control6,0.23,4079,8,F,Betty,NA,NA,control,Was Hendrick's car expensive?,control,
25,main,Zack is coming to the meeting tomorrow,control1,Zack is a member of the golf club,NA,,control1,0.15,5230,9,F,Kimberly,NA,NA,control,Is Zack coming to the meeting tomorrow?,control,
25,main,Emily failed math or science,8,Emily never has any money,factL,but not both,8,0.44,9562,10,F,Kimberly,M,Larry,C,Did Brian confirm that Emily failed math or science?,confirm,
25,main,Josh bought coffee or tea,12,Frank has always wanted a pet,factH,and possibly both,12,0.35,12970,11,F,Sarah,F,Joyce,C,Did Melissa prove that Josh bought coffee or tea?,prove,
25,main,Jackson completed some of the assignments,6,Mia is a nun,factL,and possibly all of them,6,0.66,17146,12,M,Richard,F,Amanda,NonProj,Does Ray know that Jackson completed some of the assignments?,know,
25,main,Vanessa is good at math,control4,Vanessa won a prize at school,NA,,control4,0.04,4088,13,M,William,NA,NA,control,Is Vanessa good at math?,control,
25,main,Todd played football in high school,control3,Todd goes to the gym 3 times a week,NA,,control3,0.15,3676,14,M,George,NA,NA,control,Did Todd play football in high school?,control,
25,main,Josie failed some of the courses,2,Josie loves France,factH,and possibly all of them,2,0.49,9180,15,F,Dorothy,M,Andrew,C,Did Scott say that Josie failed some of the courses?,say,
25,main,Madison had a baby,control5,Trish sent Madison a card,NA,,control5,0.24,5113,16,F,Margaret,NA,NA,control,Did Madison have a baby?,control,
25,main,Mary ate some of the cupcakes,1,Mary is a middle school student,factL,but not all of them,1,0.71,7263,17,F,Margaret,M,Eric,C,Did Patrick acknowledge that Mary ate some of the cupcakes?,acknowledge,
25,main,Tony answered emails or calls,11,Danny is a diabetic,factL,but not both,11,0.76,6909,18,M,George,F,Angela,C,Did Amanda hear that Tony answered emails or calls?,hear,
25,main,Mary's aunt is sick,control2,Mary visited her aunt on Sunday,NA,,control2,0.17,6329,19,M,Richard,NA,NA,control,Is Mary's aunt sick?,control,
25,main,Jayden solved the puzzles or problems,10,Zoe is 5 years old,factL,and possibly both,10,0.8,6407,20,F,Betty,F,Christina,NonProj,Did Tim discover that Jayden solved the puzzles or problems?,discover,
25,main,Isabella ate cake or pie,7,Isabella is from Argentina,factH,and possibly both,7,0.78,8020,21,F,Jessica,M,Brian,NonProj,Did Kevin reveal that Isabella ate cake or pie?,reveal,
29,main,Frank answered some of the questions,5,Sophia is a hipster,factH,and possibly all of them,5,0.19,9857,4,F,Sarah,F,Amy,NonProj,Does Ben know that Frank answered some of the questions?,know,
29,main,Jackson completed some of the assignments,6,Mia is a college student,factH,but not all of them,6,0.88,9975,5,F,Kimberly,F,Ruth,NonProj,Did Ray reveal that Jackson completed some of the assignments?,reveal,
29,main,Madison had a baby,control5,Trish sent Madison a card,NA,,control5,0.08,5381,6,F,Michelle,NA,NA,control,Did Madison have a baby?,control,
29,main,Zack is coming to the meeting tomorrow,control1,Zack is a member of the golf club,NA,,control1,0.34,4369,7,M,David,NA,NA,control,Is Zack coming to the meeting tomorrow?,control,
29,main,Tony answered emails or calls,11,Danny loves cake,factH,and possibly both,11,0.1,6223,8,M,Richard,F,Laura,C,Did Amanda say that Tony answered emails or calls?,say,
29,main,Grace used pens or markers,9,Grace hates her sister,factL,but not both,9,0.73,8343,9,M,Paul,M,Scott,NonProj,Did Andrew establish that Grace used pens or markers?,establish,
29,main,Josie failed some of the courses,2,Josie doesn't have a passport,factL,but not all of them,2,0.92,5618,10,M,Thomas,M,Jerry,C,Did Scott hear that Josie failed some of the courses?,hear,
29,main,Danny solved some of the puzzles,4,Olivia has two small children,factL,and possibly all of them,4,0.39,7674,11,M,Steven,F,Rachel,C,Did Jerry confirm that Danny solved some of the puzzles?,confirm,
29,main,Vanessa is good at math,control4,Vanessa won a prize at school,NA,,control4,0.08,4485,12,M,Christopher,NA,NA,control,Is Vanessa good at math?,control,
29,main,Todd played football in high school,control3,Todd goes to the gym 3 times a week,NA,,control3,0.07,6966,13,M,Steven,NA,NA,control,Did Todd play football in high school?,control,
29,main,Mary's aunt is sick,control2,Mary visited her aunt on Sunday,NA,,control2,0.17,3897,14,M,Paul,NA,NA,control,Is Mary's aunt sick?,control,
29,main,Jayden solved the puzzles or problems,10,Zoe is 5 years old,factL,and possibly both,10,0.56,9317,15,M,David,F,Amanda,NonProj,Did Tim discover that Jayden solved the puzzles or problems?,discover,
29,main,Mary ate some of the cupcakes,1,Mary is taking a prenatal yoga class,factH,and possibly all of them,1,0.79,9250,16,F,Dorothy,M,Andrew,C,Did Patrick acknowledge that Mary ate some of the cupcakes?,acknowledge,
29,main,Emma used some of the office supplies,3,Emma is in first grade,factL,but not all of them,3,0.28,6017,17,M,Christopher,M,Justin,C,Did Justin suggest that Emma used some of the office supplies?,suggest,
29,main,Hendrick's car was expensive,control6,Hendrick just bought a car,NA,,control6,0.09,4252,18,M,Thomas,NA,NA,control,Was Hendrick's car expensive?,control,
29,main,Isabella ate cake or pie,7,Isabella is a vegetarian,factL,but not both,7,0.33,6850,19,F,Michelle,M,Alexander,C,Did Kevin prove that Isabella ate cake or pie?,prove,
29,main,Josh bought coffee or tea,12,Frank has always wanted a pet,factH,but not both,12,0.24,7399,20,F,Karen,F,Diane,NonProj,Does Melissa think that Josh bought coffee or tea?,think,
29,main,Emily failed math or science,8,Emily has been saving for a year,factH,and possibly both,8,0.85,6359,21,F,Ashley,M,Eric,C,Did Brian inform Sam that Emily failed math or science?,inform_Sam,
22,main,Hendrick's car was expensive,control6,Hendrick just bought a car,NA,,control6,0.05,7216,4,F,Betty,NA,NA,control,Was Hendrick's car expensive?,control,
22,main,Emma used some of the office supplies,3,Emma is in law school,factH,but not all of them,3,0.64,10149,5,F,Sarah,M,Tyler,C,Did Justin inform Sam that Emma used some of the office supplies?,inform_Sam,
22,main,Mary's aunt is sick,control2,Mary visited her aunt on Sunday,NA,,control2,0.03,6650,6,F,Nancy,NA,NA,control,Is Mary's aunt sick?,control,
22,main,Emily failed math or science,8,Emily never has any money,factL,but not both,8,0.67,6067,7,F,Michelle,M,Scott,NonProj,Does Brian know that Emily failed math or science?,know,
22,main,Frank answered some of the questions,5,Sophia is a high end fashion model,factL,and possibly all of them,5,0.38,5433,8,F,Nancy,F,Amanda,C,Did Ben confirm that Frank answered some of the questions?,confirm,
22,main,Zack is coming to the meeting tomorrow,control1,Zack is a member of the golf club,NA,,control1,0.01,4833,9,M,Kenneth,NA,NA,control,Is Zack coming to the meeting tomorrow?,control,
22,main,Todd played football in high school,control3,Todd goes to the gym 3 times a week,NA,,control3,0.01,4483,10,F,Michelle,NA,NA,control,Did Todd play football in high school?,control,
22,main,Josh bought coffee or tea,12,Frank has always wanted a pet,factH,and possibly both,12,0.13,5867,11,M,Paul,F,Janet,C,Did Melissa say that Josh bought coffee or tea?,say,
22,main,Vanessa is good at math,control4,Vanessa won a prize at school,NA,,control4,0.04,4633,12,F,Sandra,NA,NA,control,Is Vanessa good at math?,control,
22,main,Isabella ate cake or pie,7,Isabella is from Argentina,factH,and possibly both,7,0.05,6883,13,F,Helen,M,Nicholas,C,Did Kevin suggest that Isabella ate cake or pie?,suggest,
22,main,Mary ate some of the cupcakes,1,Mary is taking a prenatal yoga class,factH,and possibly all of them,1,0.67,5001,14,M,Christopher,M,Jacob,NonProj,Did Patrick reveal that Mary ate some of the cupcakes?,reveal,
22,main,Tony answered emails or calls,11,Danny loves cake,factH,and possibly both,11,0.11,5216,15,M,Thomas,F,Cynthia,C,Did Amanda prove that Tony answered emails or calls?,prove,
22,main,Josie failed some of the courses,2,Josie doesn't have a passport,factL,and possibly all of them,2,0.55,5383,16,F,Betty,M,Timothy,C,Did Scott acknowledge that Josie failed some of the courses?,acknowledge,
22,main,Danny solved some of the puzzles,4,Olivia has two small children,factL,but not all of them,4,0.22,6033,17,F,Susan,F,Catherine,NonProj,Does Jerry think that Danny solved some of the puzzles?,think,
22,main,Madison had a baby,control5,Trish sent Madison a card,NA,,control5,0.06,4767,18,F,Susan,NA,NA,control,Did Madison have a baby?,control,
22,main,Jackson completed some of the assignments,6,Mia is a college student,factH,but not all of them,6,0.11,3884,19,F,Kimberly,F,Virginia,C,Did Ray hear that Jackson completed some of the assignments?,hear,
22,main,Grace used pens or markers,9,Grace hates her sister,factL,but not both,9,0.06,8333,20,M,Kenneth,M,Alexander,NonProj,Did Andrew discover that Grace used pens or markers?,discover,
22,main,Jayden solved the puzzles or problems,10,Zoe is 5 years old,factL,but not both,10,0.34,10766,21,F,Sandra,F,Laura,NonProj,Did Tim establish that Jayden solved the puzzles or problems?,establish,
