workerid,proliferate.condition,condition,item_id,matrix_subject,response,rt,scale,slide_number_in_experiment,speakerGender,speakerName,statement,trigger,trigger_class,utterance,error
93,main,NA,control3,NA,0,5200,NA,18,F,Jennifer,Todd played football in high school,control,control,Did Todd play football in high school?,NA
93,main,lb,12,Melissa,0,7952,or,19,F,Donna,Josh drank coffee or tea or both,suggest,C,Did Melissa suggest that Josh drank coffee or tea?,NA
93,main,lb,3,Justin,0.24,8103,some,20,M,Matthew,Emma stole at least some of the office supplies,reveal,NonProj,Did Justin reveal that Emma stole some of the office supplies?,NA
93,main,NA,control6,NA,0,4248,NA,21,F,Karen,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
272,main,lb,9,Andrew,0.19,9210,or,4,M,Matthew,Grace stole a laptop or a calculator or both,acknowledge,C,Did Andrew acknowledge that Grace stole a laptop or a calculator?,NA
272,main,ub,4,Janice,0.87,8004,some,5,M,Christopher,"Danny solved some of the puzzles, and he did not solve all of them",discover,NonProj,Did Janice discover that Danny solved some of the puzzles?,NA
272,main,lb,12,Melissa,0.92,7086,or,6,M,Paul,Josh drank coffee or tea or both,reveal,NonProj,Did Melissa reveal that Josh drank coffee or tea?,NA
272,main,NA,control1,NA,0.97,3553,NA,7,M,Steven,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
272,main,lb,3,Justin,1,4046,some,8,M,Robert,Emma stole at least some of the office supplies,inform_Sam,C,Did Justin inform Sam that Emma stole some of the office supplies?,NA
272,main,NA,control2,NA,0.99,2781,NA,9,F,Linda,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
272,main,NA,control3,NA,0.97,3152,NA,10,F,Karen,Todd played football in high school,control,control,Did Todd play football in high school?,NA
272,main,lb,11,Amanda,0.82,6594,or,11,M,David,Tony graded the midterm or the final or both,think,NonProj,Does Amanda think that Tony graded the midterm or the final?,NA
272,main,lb,1,Patrick,0.95,3521,some,12,F,Carol,Mary ate at least some of the cupcakes,prove,C,Did Patrick prove that Mary ate some of the cupcakes?,NA
272,main,ub,8,Brian,0.77,5444,or,13,F,Michelle,"Emily failed math or science, and she did not fail both",confirm,C,Did Brian confirm that Emily failed math or science?,NA
272,main,lb,6,Rachel,0.99,3145,some,14,F,Margaret,Jackson drank at least some of the sodas,suggest,C,Did Rachel suggest that Jackson drank some of the sodas?,NA
272,main,NA,control6,NA,0.97,2499,NA,15,F,Kimberly,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
272,main,ub,2,Scott,0.95,5858,some,16,F,Betty,"Josie failed some of the courses, and she did not fail all of them",hear,C,Did Scott hear that Josie failed some of the courses?,NA
272,main,NA,control4,NA,1,2283,NA,17,F,Lisa,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
272,main,ub,10,Tina,0.86,6077,or,18,M,Richard,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",establish,NonProj,Did Tina establish that Jayden solved the crossword or the Rubik's cube?,NA
272,main,NA,control5,NA,0.99,2631,NA,19,F,Donna,Madison had a baby,control,control,Did Madison have a baby?,NA
272,main,ub,5,Barbara,0.98,4280,some,20,F,Sarah,"Frank graded some of the math problems, and he did not grade all of them",know,NonProj,Does Barbara know that Frank graded some of the math problems?,NA
272,main,ub,7,Kevin,0.86,3666,or,21,M,Mark,"Isabella ate cake or pie, and she did not eat both",say,C,Did Kevin say that Isabella ate cake or pie?,NA
271,main,lb,8,Brian,0.92,23905,or,4,F,Nancy,Emily failed math or science or both,know,NonProj,Does Brian know that Emily failed math or science?,NA
271,main,NA,control4,NA,0,8603,NA,5,M,Kenneth,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
271,main,ub,12,Melissa,0.4,21028,or,6,F,Elizabeth,"Josh drank coffee or tea, and he did not drink both",suggest,C,Did Melissa suggest that Josh drank coffee or tea?,NA
271,main,NA,control3,NA,0,6944,NA,7,F,Margaret,Todd played football in high school,control,control,Did Todd play football in high school?,NA
271,main,NA,control6,NA,0,7818,NA,8,M,Thomas,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
271,main,lb,7,Kevin,0.2,12321,or,9,F,Carol,Isabella ate cake or pie or both,establish,NonProj,Did Kevin establish that Isabella ate cake or pie?,NA
271,main,ub,10,Tina,0.83,31437,or,10,M,Robert,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",discover,NonProj,Did Tina discover that Jayden solved the crossword or the Rubik's cube?,NA
271,main,lb,1,Patrick,0.72,17008,some,11,F,Karen,Mary ate at least some of the cupcakes,prove,C,Did Patrick prove that Mary ate some of the cupcakes?,NA
271,main,NA,control1,NA,0.06,8840,NA,12,F,Sarah,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
271,main,lb,6,Rachel,0.99,6917,some,13,M,George,Jackson drank at least some of the sodas,hear,C,Did Rachel hear that Jackson drank some of the sodas?,NA
271,main,ub,3,Justin,0.79,15715,some,14,M,Richard,"Emma stole some of the office supplies, and she did not take all of them",inform_Sam,C,Did Justin inform Sam that Emma stole some of the office supplies?,NA
271,main,lb,2,Scott,0.21,10810,some,15,M,Christopher,Josie failed at least some of the courses,say,C,Did Scott say that Josie failed some of the courses?,NA
271,main,ub,5,Barbara,0.26,12004,some,16,F,Susan,"Frank graded some of the math problems, and he did not grade all of them",confirm,C,Did Barbara confirm that Frank graded some of the math problems?,NA
271,main,NA,control2,NA,0,4578,NA,17,F,Donna,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
271,main,ub,4,Janice,0.51,13550,some,18,F,Michelle,"Danny solved some of the puzzles, and he did not solve all of them",think,NonProj,Does Janice think that Danny solved some of the puzzles?,NA
271,main,lb,9,Andrew,0.83,15152,or,19,M,James,Grace stole a laptop or a calculator or both,reveal,NonProj,Did Andrew reveal that Grace stole a laptop or a calculator?,NA
271,main,ub,11,Amanda,0.75,16313,or,20,F,Linda,"Tony graded the midterm or the final, and he did not grade both",acknowledge,C,Did Amanda acknowledge that Tony graded the midterm or the final?,NA
271,main,NA,control5,NA,0,5778,NA,21,M,Steven,Madison had a baby,control,control,Did Madison have a baby?,NA
296,main,ub,12,Melissa,0.12,14759,or,4,F,Margaret,"Josh drank coffee or tea, and he did not drink both",establish,NonProj,Did Melissa establish that Josh drank coffee or tea?,NA
296,main,NA,control5,NA,0.73,6358,NA,5,F,Carol,Madison had a baby,control,control,Did Madison have a baby?,NA
296,main,ub,11,Amanda,0.58,14430,or,6,M,Thomas,"Tony graded the midterm or the final, and he did not grade both",inform_Sam,C,Did Amanda inform Sam that Tony graded the midterm or the final?,NA
296,main,ub,7,Kevin,1,8768,or,7,F,Jennifer,"Isabella ate cake or pie, and she did not eat both",know,NonProj,Does Kevin know that Isabella ate cake or pie?,NA
296,main,NA,control3,NA,0.25,5703,NA,8,F,Donna,Todd played football in high school,control,control,Did Todd play football in high school?,NA
296,main,NA,control4,NA,0.2,4118,NA,9,F,Linda,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
296,main,NA,control2,NA,0.81,3042,NA,10,M,George,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
296,main,lb,5,Barbara,0.78,6330,some,11,M,William,Frank graded at least some of the math problems,acknowledge,C,Did Barbara acknowledge that Frank graded some of the math problems?,NA
296,main,ub,4,Janice,1,8078,some,12,F,Dorothy,"Danny solved some of the puzzles, and he did not solve all of them",discover,NonProj,Did Janice discover that Danny solved some of the puzzles?,NA
296,main,lb,2,Scott,1,4895,some,13,F,Karen,Josie failed at least some of the courses,hear,C,Did Scott hear that Josie failed some of the courses?,NA
296,main,ub,6,Rachel,0.78,5556,some,14,M,Steven,"Jackson drank some of the sodas, and he did not drink all of them",confirm,C,Did Rachel confirm that Jackson drank some of the sodas?,NA
296,main,ub,1,Patrick,1,4409,some,15,M,Richard,"Mary ate some of the cupcakes, and she did not eat all of them",prove,C,Did Patrick prove that Mary ate some of the cupcakes?,NA
296,main,lb,8,Brian,0.17,5754,or,16,F,Michelle,Emily failed math or science or both,think,NonProj,Does Brian think that Emily failed math or science?,NA
296,main,lb,3,Justin,1,4975,some,17,F,Elizabeth,Emma stole at least some of the office supplies,reveal,NonProj,Did Justin reveal that Emma stole some of the office supplies?,NA
296,main,lb,9,Andrew,0.68,4938,or,18,F,Helen,Grace stole a laptop or a calculator or both,say,C,Did Andrew say that Grace stole a laptop or a calculator?,NA
296,main,NA,control6,NA,0.3,4177,NA,19,F,Sandra,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
296,main,NA,control1,NA,0.3,6077,NA,20,M,Kenneth,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
296,main,lb,10,Tina,0.63,5233,or,21,F,Kimberly,Jayden solved the crossword or the Rubik's cube or both,suggest,C,Did Tina suggest that Jayden solved the crossword or the Rubik's cube?,NA
362,main,lb,8,Brian,0.27,45509,or,4,F,Linda,Emily failed math or science or both,think,NonProj,Does Brian think that Emily failed math or science?,NA
362,main,lb,4,Janice,0.84,22132,some,5,F,Betty,Danny solved at least some of the puzzles,hear,C,Did Janice hear that Danny solved some of the puzzles?,NA
362,main,lb,6,Rachel,0.41,18139,some,6,M,David,Jackson drank at least some of the sodas,establish,NonProj,Did Rachel establish that Jackson drank some of the sodas?,NA
362,main,NA,control2,NA,0.51,41192,NA,7,F,Jessica,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
362,main,ub,11,Amanda,0.82,34656,or,8,M,Christopher,"Tony graded the midterm or the final, and he did not grade both",inform_Sam,C,Did Amanda inform Sam that Tony graded the midterm or the final?,NA
362,main,NA,control5,NA,0.5,29521,NA,9,F,Donna,Madison had a baby,control,control,Did Madison have a baby?,NA
362,main,ub,3,Justin,0.41,30457,some,10,M,Steven,"Emma stole some of the office supplies, and she did not take all of them",acknowledge,C,Did Justin acknowledge that Emma stole some of the office supplies?,NA
362,main,ub,5,Barbara,0.31,24694,some,11,M,Thomas,"Frank graded some of the math problems, and he did not grade all of them",confirm,C,Did Barbara confirm that Frank graded some of the math problems?,NA
362,main,NA,control1,NA,0.04,29891,NA,12,M,Matthew,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
362,main,NA,control6,NA,0.31,16421,NA,13,M,Robert,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
362,main,lb,12,Melissa,0.19,36845,or,14,F,Kimberly,Josh drank coffee or tea or both,reveal,NonProj,Did Melissa reveal that Josh drank coffee or tea?,NA
362,main,ub,10,Tina,0.36,28852,or,15,F,Helen,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",prove,C,Did Tina prove that Jayden solved the crossword or the Rubik's cube?,NA
362,main,lb,2,Scott,0.13,20361,some,16,M,Paul,Josie failed at least some of the courses,discover,NonProj,Did Scott discover that Josie failed some of the courses?,NA
362,main,lb,9,Andrew,0.42,21625,or,17,F,Lisa,Grace stole a laptop or a calculator or both,suggest,C,Did Andrew suggest that Grace stole a laptop or a calculator?,NA
362,main,ub,1,Patrick,0.52,18014,some,18,F,Sandra,"Mary ate some of the cupcakes, and she did not eat all of them",know,NonProj,Does Patrick know that Mary ate some of the cupcakes?,NA
362,main,NA,control3,NA,0.05,22969,NA,19,F,Margaret,Todd played football in high school,control,control,Did Todd play football in high school?,NA
362,main,NA,control4,NA,0.5,23796,NA,20,M,Kenneth,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
362,main,ub,7,Kevin,0.29,18822,or,21,F,Ashley,"Isabella ate cake or pie, and she did not eat both",say,C,Did Kevin say that Isabella ate cake or pie?,NA
340,main,lb,5,Barbara,0.89,18764,some,4,M,Christopher,Frank graded at least some of the math problems,acknowledge,C,Did Barbara acknowledge that Frank graded some of the math problems?,NA
340,main,lb,12,Melissa,0.24,10017,or,5,M,Paul,Josh drank coffee or tea or both,suggest,C,Did Melissa suggest that Josh drank coffee or tea?,NA
340,main,ub,2,Scott,0.21,14400,some,6,F,Ashley,"Josie failed some of the courses, and she did not fail all of them",prove,C,Did Scott prove that Josie failed some of the courses?,NA
340,main,NA,control1,NA,0.14,6549,NA,7,M,George,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
340,main,NA,control5,NA,0.13,4833,NA,8,F,Linda,Madison had a baby,control,control,Did Madison have a baby?,NA
340,main,NA,control2,NA,0.1,3983,NA,9,M,James,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
340,main,ub,11,Amanda,0.85,9149,or,10,M,Thomas,"Tony graded the midterm or the final, and he did not grade both",hear,C,Did Amanda hear that Tony graded the midterm or the final?,NA
340,main,NA,control3,NA,0.05,5900,NA,11,F,Carol,Todd played football in high school,control,control,Did Todd play football in high school?,NA
340,main,ub,6,Rachel,0.52,17650,some,12,F,Nancy,"Jackson drank some of the sodas, and he did not drink all of them",think,NonProj,Does Rachel think that Jackson drank some of the sodas?,NA
340,main,lb,10,Tina,0.73,18099,or,13,F,Margaret,Jayden solved the crossword or the Rubik's cube or both,inform_Sam,C,Did Tina inform Sam that Jayden solved the crossword or the Rubik's cube?,NA
340,main,ub,8,Brian,0.77,15117,or,14,F,Susan,"Emily failed math or science, and she did not fail both",establish,NonProj,Did Brian establish that Emily failed math or science?,NA
340,main,lb,3,Justin,0.9,8600,some,15,F,Donna,Emma stole at least some of the office supplies,know,NonProj,Does Justin know that Emma stole some of the office supplies?,NA
340,main,NA,control6,NA,0.09,6133,NA,16,F,Karen,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
340,main,NA,control4,NA,0.07,4532,NA,17,M,Mark,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
340,main,lb,4,Janice,0.75,6917,some,18,F,Jennifer,Danny solved at least some of the puzzles,confirm,C,Did Janice confirm that Danny solved some of the puzzles?,NA
340,main,ub,1,Patrick,0.69,8216,some,19,M,Kenneth,"Mary ate some of the cupcakes, and she did not eat all of them",discover,NonProj,Did Patrick discover that Mary ate some of the cupcakes?,NA
340,main,ub,7,Kevin,0.1,11300,or,20,M,Matthew,"Isabella ate cake or pie, and she did not eat both",say,C,Did Kevin say that Isabella ate cake or pie?,NA
340,main,lb,9,Andrew,0.81,4833,or,21,F,Betty,Grace stole a laptop or a calculator or both,reveal,NonProj,Did Andrew reveal that Grace stole a laptop or a calculator?,NA
365,main,NA,control4,NA,0.04,9535,NA,4,M,Richard,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
365,main,NA,control1,NA,0,11438,NA,5,M,Steven,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
365,main,ub,10,Tina,0.14,17563,or,6,F,Kimberly,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",discover,NonProj,Did Tina discover that Jayden solved the crossword or the Rubik's cube?,NA
365,main,lb,1,Patrick,0.81,8047,some,7,F,Donna,Mary ate at least some of the cupcakes,confirm,C,Did Patrick confirm that Mary ate some of the cupcakes?,NA
365,main,NA,control3,NA,0,9097,NA,8,F,Nancy,Todd played football in high school,control,control,Did Todd play football in high school?,NA
365,main,lb,12,Melissa,0.63,10517,or,9,M,Kenneth,Josh drank coffee or tea or both,think,NonProj,Does Melissa think that Josh drank coffee or tea?,NA
365,main,ub,3,Justin,0.68,10546,some,10,F,Betty,"Emma stole some of the office supplies, and she did not take all of them",acknowledge,C,Did Justin acknowledge that Emma stole some of the office supplies?,NA
365,main,ub,7,Kevin,0.37,9659,or,11,M,Matthew,"Isabella ate cake or pie, and she did not eat both",reveal,NonProj,Did Kevin reveal that Isabella ate cake or pie?,NA
365,main,lb,4,Janice,0.81,9917,some,12,F,Helen,Danny solved at least some of the puzzles,know,NonProj,Does Janice know that Danny solved some of the puzzles?,NA
365,main,lb,11,Amanda,0.4,24364,or,13,F,Dorothy,Tony graded the midterm or the final or both,suggest,C,Did Amanda suggest that Tony graded the midterm or the final?,NA
365,main,ub,5,Barbara,0.41,15544,some,14,F,Michelle,"Frank graded some of the math problems, and he did not grade all of them",say,C,Did Barbara say that Frank graded some of the math problems?,NA
365,main,ub,9,Andrew,0.53,11217,or,15,F,Jessica,"Grace stole a laptop or a calculator, and she did not steal both",hear,C,Did Andrew hear that Grace stole a laptop or a calculator?,NA
365,main,lb,2,Scott,0.92,8173,some,16,M,David,Josie failed at least some of the courses,inform_Sam,C,Did Scott inform Sam that Josie failed some of the courses?,NA
365,main,NA,control2,NA,0,6213,NA,17,F,Sandra,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
365,main,NA,control6,NA,0.22,5796,NA,18,F,Karen,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
365,main,NA,control5,NA,0.17,7097,NA,19,F,Ashley,Madison had a baby,control,control,Did Madison have a baby?,NA
365,main,lb,8,Brian,0.89,10361,or,20,M,James,Emily failed math or science or both,prove,C,Did Brian prove that Emily failed math or science?,NA
365,main,ub,6,Rachel,0.28,8779,some,21,M,Paul,"Jackson drank some of the sodas, and he did not drink all of them",establish,NonProj,Did Rachel establish that Jackson drank some of the sodas?,NA
308,main,NA,control3,NA,0,8177,NA,4,M,Robert,Todd played football in high school,control,control,Did Todd play football in high school?,NA
308,main,lb,3,Justin,1,17681,some,5,M,George,Emma stole at least some of the office supplies,know,NonProj,Does Justin know that Emma stole some of the office supplies?,NA
308,main,NA,control4,NA,0,9272,NA,6,F,Nancy,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
308,main,lb,2,Scott,1,13228,some,7,F,Carol,Josie failed at least some of the courses,reveal,NonProj,Did Scott reveal that Josie failed some of the courses?,NA
308,main,ub,1,Patrick,0,22048,some,8,F,Elizabeth,"Mary ate some of the cupcakes, and she did not eat all of them",say,C,Did Patrick say that Mary ate some of the cupcakes?,NA
308,main,NA,control1,NA,0,14638,NA,9,M,Matthew,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
308,main,lb,7,Kevin,0.5,14418,or,10,F,Susan,Isabella ate cake or pie or both,think,NonProj,Does Kevin think that Isabella ate cake or pie?,NA
308,main,ub,4,Janice,0,14686,some,11,F,Jessica,"Danny solved some of the puzzles, and he did not solve all of them",prove,C,Did Janice prove that Danny solved some of the puzzles?,NA
308,main,NA,control5,NA,0,8626,NA,12,F,Karen,Madison had a baby,control,control,Did Madison have a baby?,NA
308,main,NA,control2,NA,0,7180,NA,13,F,Ashley,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
308,main,lb,6,Rachel,0,11928,some,14,M,Mark,Jackson drank at least some of the sodas,establish,NonProj,Did Rachel establish that Jackson drank some of the sodas?,NA
308,main,lb,10,Tina,1,17912,or,15,F,Donna,Jayden solved the crossword or the Rubik's cube or both,hear,C,Did Tina hear that Jayden solved the crossword or the Rubik's cube?,NA
308,main,ub,11,Amanda,0.52,37220,or,16,M,James,"Tony graded the midterm or the final, and he did not grade both",acknowledge,C,Did Amanda acknowledge that Tony graded the midterm or the final?,NA
308,main,ub,5,Barbara,0.12,11153,some,17,M,Steven,"Frank graded some of the math problems, and he did not grade all of them",discover,NonProj,Did Barbara discover that Frank graded some of the math problems?,NA
308,main,lb,12,Melissa,0.09,14461,or,18,M,David,Josh drank coffee or tea or both,confirm,C,Did Melissa confirm that Josh drank coffee or tea?,NA
308,main,NA,control6,NA,0,8615,NA,19,M,William,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
308,main,ub,8,Brian,0.06,19363,or,20,F,Betty,"Emily failed math or science, and she did not fail both",inform_Sam,C,Did Brian inform Sam that Emily failed math or science?,NA
308,main,ub,9,Andrew,0,9281,or,21,F,Sandra,"Grace stole a laptop or a calculator, and she did not steal both",suggest,C,Did Andrew suggest that Grace stole a laptop or a calculator?,NA
345,main,NA,control4,NA,0.11,7143,NA,4,F,Nancy,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
345,main,ub,11,Amanda,0.18,10311,or,5,F,Susan,"Tony graded the midterm or the final, and he did not grade both",prove,C,Did Amanda prove that Tony graded the midterm or the final?,NA
345,main,lb,4,Janice,0.82,10384,some,6,M,Matthew,Danny solved at least some of the puzzles,inform_Sam,C,Did Janice inform Sam that Danny solved some of the puzzles?,NA
345,main,NA,control6,NA,0.1,3680,NA,7,F,Karen,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
345,main,NA,control3,NA,0.09,3840,NA,8,F,Elizabeth,Todd played football in high school,control,control,Did Todd play football in high school?,NA
345,main,lb,1,Patrick,0.23,7496,some,9,F,Jennifer,Mary ate at least some of the cupcakes,suggest,C,Did Patrick suggest that Mary ate some of the cupcakes?,NA
345,main,lb,12,Melissa,0.9,4760,or,10,F,Linda,Josh drank coffee or tea or both,know,NonProj,Does Melissa know that Josh drank coffee or tea?,NA
345,main,NA,control1,NA,0.12,3600,NA,11,F,Jessica,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
345,main,lb,9,Andrew,0.07,5120,or,12,F,Donna,Grace stole a laptop or a calculator or both,say,C,Did Andrew say that Grace stole a laptop or a calculator?,NA
345,main,ub,6,Rachel,0.14,6840,some,13,F,Lisa,"Jackson drank some of the sodas, and he did not drink all of them",establish,NonProj,Did Rachel establish that Jackson drank some of the sodas?,NA
345,main,ub,7,Kevin,0.11,5128,or,14,F,Margaret,"Isabella ate cake or pie, and she did not eat both",confirm,C,Did Kevin confirm that Isabella ate cake or pie?,NA
345,main,lb,5,Barbara,0.72,4488,some,15,F,Helen,Frank graded at least some of the math problems,reveal,NonProj,Did Barbara reveal that Frank graded some of the math problems?,NA
345,main,ub,10,Tina,0.14,5832,or,16,F,Betty,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",think,NonProj,Does Tina think that Jayden solved the crossword or the Rubik's cube?,NA
345,main,NA,control5,NA,0.09,3192,NA,17,M,James,Madison had a baby,control,control,Did Madison have a baby?,NA
345,main,ub,2,Scott,0.79,5128,some,18,M,William,"Josie failed some of the courses, and she did not fail all of them",discover,NonProj,Did Scott discover that Josie failed some of the courses?,NA
345,main,lb,8,Brian,0.78,4344,or,19,M,George,Emily failed math or science or both,acknowledge,C,Did Brian acknowledge that Emily failed math or science?,NA
345,main,ub,3,Justin,0.78,4400,some,20,M,David,"Emma stole some of the office supplies, and she did not take all of them",hear,C,Did Justin hear that Emma stole some of the office supplies?,NA
345,main,NA,control2,NA,0.06,2456,NA,21,M,Paul,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
195,main,lb,8,Brian,0.88,18823,or,4,F,Karen,Emily failed math or science or both,acknowledge,C,Did Brian acknowledge that Emily failed math or science?,NA
195,main,lb,7,Kevin,0.91,10831,or,5,F,Kimberly,Isabella ate cake or pie or both,establish,NonProj,Did Kevin establish that Isabella ate cake or pie?,NA
195,main,lb,11,Amanda,0.99,29176,or,6,F,Michelle,Tony graded the midterm or the final or both,inform_Sam,C,Did Amanda inform Sam that Tony graded the midterm or the final?,NA
195,main,ub,12,Melissa,0.97,9648,or,7,F,Jessica,"Josh drank coffee or tea, and he did not drink both",know,NonProj,Does Melissa know that Josh drank coffee or tea?,NA
195,main,ub,5,Barbara,0.51,24776,some,8,F,Helen,"Frank graded some of the math problems, and he did not grade all of them",say,C,Did Barbara say that Frank graded some of the math problems?,NA
195,main,NA,control2,NA,0.48,6440,NA,9,F,Betty,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
195,main,lb,2,Scott,0.97,8936,some,10,F,Jennifer,Josie failed at least some of the courses,discover,NonProj,Did Scott discover that Josie failed some of the courses?,NA
195,main,ub,10,Tina,0.74,16344,or,11,M,Christopher,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",suggest,C,Did Tina suggest that Jayden solved the crossword or the Rubik's cube?,NA
195,main,NA,control4,NA,0.5,7624,NA,12,M,Robert,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
195,main,NA,control3,NA,0.52,6312,NA,13,M,Thomas,Todd played football in high school,control,control,Did Todd play football in high school?,NA
195,main,NA,control1,NA,0.52,4656,NA,14,M,Mark,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
195,main,ub,1,Patrick,0.8,6952,some,15,F,Margaret,"Mary ate some of the cupcakes, and she did not eat all of them",prove,C,Did Patrick prove that Mary ate some of the cupcakes?,NA
195,main,lb,4,Janice,0.91,10664,some,16,M,Matthew,Danny solved at least some of the puzzles,confirm,C,Did Janice confirm that Danny solved some of the puzzles?,NA
195,main,lb,6,Rachel,0.72,19248,some,17,F,Donna,Jackson drank at least some of the sodas,reveal,NonProj,Did Rachel reveal that Jackson drank some of the sodas?,NA
195,main,NA,control6,NA,0.52,5248,NA,18,F,Dorothy,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
195,main,NA,control5,NA,0.49,2840,NA,19,F,Ashley,Madison had a baby,control,control,Did Madison have a baby?,NA
195,main,ub,9,Andrew,0.88,7064,or,20,M,James,"Grace stole a laptop or a calculator, and she did not steal both",hear,C,Did Andrew hear that Grace stole a laptop or a calculator?,NA
195,main,ub,3,Justin,0.52,27328,some,21,F,Susan,"Emma stole some of the office supplies, and she did not take all of them",think,NonProj,Does Justin think that Emma stole some of the office supplies?,NA
155,main,ub,2,Scott,0.55,10422,some,4,M,Paul,"Josie failed some of the courses, and she did not fail all of them",suggest,C,Did Scott suggest that Josie failed some of the courses?,NA
155,main,lb,5,Barbara,0.68,4237,some,5,F,Dorothy,Frank graded at least some of the math problems,discover,NonProj,Did Barbara discover that Frank graded some of the math problems?,NA
155,main,NA,control2,NA,0.02,14995,NA,6,F,Betty,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
155,main,NA,control4,NA,0.34,7013,NA,7,F,Linda,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
155,main,ub,1,Patrick,0.84,4968,some,8,M,Robert,"Mary ate some of the cupcakes, and she did not eat all of them",know,NonProj,Does Patrick know that Mary ate some of the cupcakes?,NA
155,main,NA,control3,NA,0.28,5291,NA,9,M,Richard,Todd played football in high school,control,control,Did Todd play football in high school?,NA
155,main,lb,4,Janice,0.47,2060,some,10,M,Christopher,Danny solved at least some of the puzzles,think,NonProj,Does Janice think that Danny solved some of the puzzles?,NA
155,main,ub,12,Melissa,0.32,1483,or,11,M,Matthew,"Josh drank coffee or tea, and he did not drink both",inform_Sam,C,Did Melissa inform Sam that Josh drank coffee or tea?,NA
155,main,lb,7,Kevin,0.63,1744,or,12,M,George,Isabella ate cake or pie or both,reveal,NonProj,Did Kevin reveal that Isabella ate cake or pie?,NA
155,main,lb,3,Justin,0.62,1524,some,13,M,Thomas,Emma stole at least some of the office supplies,confirm,C,Did Justin confirm that Emma stole some of the office supplies?,NA
155,main,lb,11,Amanda,0.62,1642,or,14,M,Mark,Tony graded the midterm or the final or both,prove,C,Did Amanda prove that Tony graded the midterm or the final?,NA
155,main,NA,control1,NA,0.22,4292,NA,15,F,Lisa,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
155,main,lb,9,Andrew,0.65,2380,or,16,F,Jessica,Grace stole a laptop or a calculator or both,establish,NonProj,Did Andrew establish that Grace stole a laptop or a calculator?,NA
155,main,ub,6,Rachel,0.69,2955,some,17,F,Jennifer,"Jackson drank some of the sodas, and he did not drink all of them",say,C,Did Rachel say that Jackson drank some of the sodas?,NA
155,main,ub,8,Brian,0.47,1800,or,18,F,Michelle,"Emily failed math or science, and she did not fail both",hear,C,Did Brian hear that Emily failed math or science?,NA
155,main,NA,control6,NA,0.31,2351,NA,19,M,William,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
155,main,NA,control5,NA,0.15,4148,NA,20,F,Carol,Madison had a baby,control,control,Did Madison have a baby?,NA
